Text,Label
"Dolor en el pecho (angina). Puedes sentir presión u opresión en el pecho, como si alguien estuviera parado sobre tu pecho. Este dolor, llamado angina, suele producirse en el lado medio o izquierdo del pecho. La angina generalmente se desencadena por el estrés físico o emocional. El dolor suele desaparecer a los pocos minutos de interrumpir la actividad estresante. En algunas personas, especialmente las mujeres, el dolor puede ser breve o agudo y se siente en el cuello, el brazo o la espalda.
Dolor en el pecho (angina).
Falta de aire. Si el corazón no puede bombear suficiente sangre para satisfacer las necesidades del cuerpo, puedes desarrollar falta de aliento o fatiga extrema con la actividad.
Falta de aire.
Ataque cardíaco. Una arteria coronaria completamente bloqueada causará un ataque cardíaco. Los signos y síntomas clásicos de un ataque cardíaco incluyen presión de aplastamiento en el pecho y dolor en el hombro o el brazo, a veces con falta de aire y sudoración.

Las mujeres son algo más propensas que los hombres a tener signos y síntomas menos típicos de un ataque cardíaco, como dolor de cuello o de mandíbula. Y pueden tener otros síntomas como falta de aire, fatiga y náuseas.

A veces, un ataque cardíaco se produce sin ningún signo o síntoma aparente.
Ataque cardíaco. Una arteria coronaria completamente bloqueada causará un ataque cardíaco. Los signos y síntomas clásicos de un ataque cardíaco incluyen presión de aplastamiento en el pecho y dolor en el hombro o el brazo, a veces con falta de aire y sudoración.
Ataque cardíaco.
Las mujeres son algo más propensas que los hombres a tener signos y síntomas menos típicos de un ataque cardíaco, como dolor de cuello o de mandíbula. Y pueden tener otros síntomas como falta de aire, fatiga y náuseas.
A veces, un ataque cardíaco se produce sin ningún signo o síntoma aparente.
Cuándo debes consultar a un médico
Si crees que estás teniendo un ataque cardíaco, llama inmediatamente al 911 o al número de emergencia local. Si no tienes acceso a servicios médicos de urgencia, pídele a alguien que te lleve al hospital más cercano. Conduce tú mismo solo como última opción.
Si tienes factores de riesgo para la enfermedad de las arterias coronarias, como presión arterial alta, colesterol alto, consumo de tabaco, diabetes, obesidad o un fuerte antecedente familiar de enfermedades cardíacas, habla con tu médico. Es posible que el médico quiera examinarte para detectar una enfermedad de las arterias coronarias, especialmente si tienes signos o síntomas de estrechamiento de las arterias.",Enfermedad de las arterias coronarias
"Sonido anormal (soplo cardíaco) cuando un médico escucha los latidos del corazón con un estetoscopio
Fatiga
Dificultad para respirar, especialmente cuando estuviste muy activo o cuando te acuestas
Hinchazón en los tobillos y los pies
Mareos
Desmayo
Latidos del corazón irregulares
Cuándo consultar al médico
Si tienes un soplo cardíaco, tu médico puede recomendarte una consulta con un cardiólogo. Si tienes algún síntoma que pudiera sugerir una enfermedad de las válvulas cardíacas, consulta de inmediato con tu médico.
When to see a doctor
If you have symptoms that might suggest heart valve disease, see your doctor. If you have a heart murmur, your doctor might suggest that you see a cardiologist.",Enfermedad de las válvulas cardíacas
"Cojera
Dolor o rigidez en la cadera, ingle, muslo o rodilla
Amplitud de movimiento limitada de la articulación de la cadera
Dolor que empeora con la actividad y mejora con el reposo
Por lo general, la enfermedad de Legg-Calvé-Perthes afecta solo a una cadera. En algunos niños, la enfermedad afecta ambos lados de la cadera, generalmente en momentos diferentes.
Cuándo debes consultar a un médico
Programa una cita con el médico si tu hijo comienza a cojear o se queja de dolor en la cadera, la ingle o la rodilla. Si tu hijo tiene fiebre o no puede soportar peso en la pierna, busca atención médica de emergencia.",Enfermedad de Legg-Calvé-Perthes
"Dolor de pecho, sensación de opresión o malestar en el pecho (angina de pecho), que puede empeorar durante las actividades diarias y en momentos de estrés
Malestar en el brazo izquierdo, en la mandíbula, en el cuello, en la espalda o en el abdomen asociado al dolor de pecho
Dificultad para respirar
Cansancio y falta de energía
Si recibiste tratamiento para la enfermedad de las arterias coronarias con angioplastia y colocación de stents, y tus signos y síntomas no desaparecieron, también podrías tener microangiopatía (enfermedad de los vasos sanguíneos pequeños).
Cuándo consultar con el médico
Si tienes dolor de pecho y otros signos y síntomas, como dificultad para respirar, sudoración, náuseas, mareos o dolor que se extiende más allá del pecho a un brazo, a ambos brazos o al cuello, busca atención médica de urgencia.
Podría resultar difícil determinar si tus síntomas se deben a la microangiopatía, en especial si no tienes dolor de pecho. Si tienes dolor de pecho, consulta con el médico para averiguar la causa.",Enfermedad de los vasos sanguíneos pequeños
"Problemas cardíacos, como latidos irregulares
Inflamación ocular
Inflamación del hígado (hepatitis)
Fatiga intensa
Cuándo debes consultar con un médico
Si te ha picado una garrapata y tienes síntomas
Solo unas pocas picaduras de garrapata causan la enfermedad de Lyme. Cuanto más tiempo permanezca la garrapata adherida a tu piel, mayor será el riesgo de contraer la enfermedad. Es improbable que la garrapata te transmita la enfermedad de Lyme si permanece adherida durante menos de 36 a 48 horas.
Si crees que te picó una garrapata y presentas signos y síntomas de la enfermedad de Lyme (especialmente si vives en una zona donde esta enfermedad es común), consulta al médico. El tratamiento para la enfermedad de Lyme es más eficaz si se inicia en la etapa temprana. 
Consulta al médico incluso si los síntomas desaparecen
Consulta al médico incluso si los signos y síntomas desaparecen, porque la ausencia de síntomas no significa que la enfermedad se haya ido. Si no se trata, la enfermedad de Lyme puede diseminarse a otras partes del cuerpo varios meses o años después de la infección y provocar artritis y problemas en el sistema nervioso. Las garrapatas también pueden transmitir otras enfermedades, como la babesiosis o la fiebre por garrapatas de Colorado.",Enfermedad de Lyme
"fiebre alta y repentina y, en algunos casos, convulsiones. Es muy infrecuente que aparezcan llagas en las manos, los pies u otras partes del cuerpo.
Cuándo debes consultar a un médico
La enfermedad de manos, pies y boca es usualmente una enfermedad menor con signos y síntomas relativamente leves y solo unos pocos días de fiebre. Consulta con el médico si las llagas en la boca o el dolor de garganta impiden que tu hijo beba líquidos. Y consulta con el médico si después de unos días los signos y síntomas de tu hijo empeoran.","Enfermedad de manos, pies y boca"
"Episodios recurrentes de vértigo. Tener la sensación de estar girando, la cual comienza y finaliza espontáneamente. Los episodios de vértigo ocurren sin previo aviso y generalmente duran de 20 minutos a varias horas, pero no más de 24 horas. El vértigo intenso puede causar náuseas.
Episodios recurrentes de vértigo.
Pérdida de la audición. La pérdida de la audición en la enfermedad de Ménière puede aparecer y desaparecer, especialmente al principio. Con el tiempo, la mayoría de las personas tienen algo de pérdida auditiva permanente.
Pérdida de la audición.
Campanilleo en los oídos (acúfenos). Los acúfenos son la percepción de un campanilleo, un zumbido, un rugido o un silbido en el oído.
Campanilleo en los oídos (acúfenos).
Sensación de que el oído está tapado. Las personas con la enfermedad de Ménière a menudo sienten presión en el oído afectado (congestión auditiva).
Sensación de que el oído está tapado.
Después de un episodio, los signos y síntomas mejoran y pueden desaparecer por completo por un tiempo. Con el tiempo, la frecuencia de los episodios puede disminuir.
Cuándo debes consultar con un médico
Consulta con el médico si tienes signos y síntomas de la enfermedad de Ménière. Estos problemas pueden ser producto de otras enfermedades, y es importante obtener un diagnóstico preciso lo antes posible.",Enfermedad de Ménière
"Cara. Pídele a la persona que sonría. ¿Se cae un lado de la cara?
Cara.
Brazos. Pídele a la persona que levante ambos brazos. ¿Un brazo tiende a caer? ¿La persona es incapaz de levantar un brazo?
Brazos.
Habla. Pídele a la persona que repita una frase simple. ¿Arrastra las palabras o habla de manera extraña?
Habla.
Tiempo. Si observas cualquiera de estos signos, llama al 911 o a un servicio de emergencias médicas de inmediato.
Tiempo.
Llama al 911 o al número local de emergencias de inmediato. No esperes a que los síntomas desaparezcan. Cada minuto cuenta. Cuanto más tiempo se demore en tratar un accidente cerebrovascular, mayores serán las posibilidades de daño cerebral y discapacidad.
Si sospechas que la persona con la que te encuentras está teniendo un accidente cerebrovascular, vigílala cuidadosamente mientras esperas la ayuda de emergencia.
Consulta al médico si tienes alguno de los signos o síntomas de la enfermedad de moyamoya, ya que la detección y el tratamiento tempranos pueden ayudar a prevenir un accidente cerebrovascular y complicaciones graves.",Enfermedad de moyamoya
"Torpeza y dificultad para caminar
Contracciones musculares excesivas (distonía) o movimiento de los ojos
Alteraciones del sueño
Dificultad para tragar y comer
Neumonía recurrente
Los tres tipos principales de enfermedad de Niemann-Pick son los tipos A, B y C. Los signos y síntomas que presentes dependerán del tipo y de la gravedad de tu afección. Algunos bebés con el tipo A presentan signos y síntomas en los primeros meses de vida. Los que tienen el tipo B pueden no presentar signos por años y tienen más probabilidades de sobrevivir y llegar a la edad adulta. Las personas con el tipo C pueden no tener ningún síntoma hasta la adultez.
Cuándo consultar al médico
Consulta con el médico de inmediato si tú o tu hijo presentan signos alarmantes de la enfermedad de Niemann-Pick.",Enfermedad de Niemann-Pick
"El dolor en la rodilla y la inflamación justo debajo de la rótula son los indicadores principales de la enfermedad de Osgood-Schlatter. El dolor suele empeorar al realizar ciertas actividades, como correr, arrodillarse y saltar, y se alivia con el reposo.
Por lo general, la enfermedad ocurre en una sola rodilla, pero puede afectar las dos. El malestar puede durar entre semanas y meses, y puede volver a aparecer hasta que tu hijo deje de crecer.
Cuándo consultar al médico
Llama al médico de tu hijo si el dolor le impide realizar sus actividades diarias. Busca atención médica si la rodilla está hinchada y enrojecida o si tiene fiebre, bloqueo o inestabilidad de la articulación de la rodilla además de dolor.",Enfermedad de Osgood-Schlatter
"Piel escamosa o con escamas en el pezón
Piel dura o con costras o supuración que luce como un eccema en el pezón, la areola o ambos
Picazón
Enrojecimiento
Sensación de hormigueo o ardor
Secreción sanguinolenta o de color amarillo pálido en el pezón
Pezón plano o hundido (invertido)
Bulto en la mama
Piel engrosada en la mama
Algunos de los signos y síntomas a menudo ocurren en una sola mama. Por lo general, la enfermedad comienza en el pezón y puede extenderse a la areola y otras partes de la mama.
Los cambios en la piel pueden aparecer y desaparecer al principio o responder a un tratamiento tópico, lo que hacer parecer que la piel se está recuperando. En promedio, los signos y síntomas ocurren durante varios meses antes de que se llegue a un diagnóstico.",Enfermedad de Paget mamaria
"Temblores. Un temblor, o una sacudida, generalmente comienza en una extremidad, a menudo en la mano o los dedos. Puedes frotar el pulgar y el índice de un lado a otro, lo que se conoce como temblor de la píldora. Tu mano puede temblar cuando está en reposo.
Temblores.
Lentitud en los movimientos (bradicinesia). Con el tiempo, la enfermedad de Parkinson puede retardar tus movimientos, haciendo que las tareas simples sean difíciles y lleven más tiempo. Puede que tus pasos sean más cortos cuando caminas. Puede resultar difícil levantarte de la silla. Puede que arrastres los pies mientras intentas caminar.
Lentitud en los movimientos (bradicinesia).
Rigidez muscular. La rigidez muscular puede ocurrir en cualquier parte del cuerpo. Los músculos rígidos pueden ser dolorosos y limitar tu amplitud de movimiento.
Rigidez muscular.
Alteración de la postura y el equilibrio. La postura puede volverse encorvada o puedes tener problemas de equilibrio como consecuencia de la enfermedad de Parkinson.
Alteración de la postura y el equilibrio.
Pérdida de los movimientos automáticos. Es posible que tengas reducida la capacidad para realizar movimientos inconscientes, como parpadear, sonreír o balancear los brazos cuando caminas.
Pérdida de los movimientos automáticos.
Cambios en el habla. Puedes hablar suavemente, rápidamente, insultar o dudar antes de hablar. Tu habla puede ser en un solo tono en lugar de tener las inflexiones habituales.
Cambios en el habla.
Cambios en la escritura. Puede resultarte cada vez más difícil escribir y tu letra puede parecer pequeña.
Cambios en la escritura.
Cuándo debes consultar a un médico
Consulta al médico si presentas alguno de los síntomas asociados con la enfermedad de Parkinson; no solo para que diagnostique la afección, sino también para que descarte otras causas de tus síntomas.",Enfermedad de Parkinson
